Datum,Zeit,Lot-Nr.,Subsystem,Ereignis & Massnahme,Visum
2025-04-05,21:43,30983169,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SK
2025-04-05,14:57,30983169,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",SK
2025-04-05,14:56,30983169,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,EL
2025-04-06,04:40,30983169,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,MA
2025-04-06,23:21,30983169,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",PB
2025-04-06,02:42,30983169,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-04-06,01:17,30983169,52003O01,"Störung: Auswerfer fährt nicht, Reset nötig.",DN
2025-04-06,13:21,30983169,52003-001,"Lot-Beendet: Reinigung Tip, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",DN
2025-04-06,11:58,30983169,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",OM
2025-04-06,08:55,30983169,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,GS
2025-04-06,09:06,30983169,52003O01,"Störung: Auswerfer fährt nicht, Reset nötig.",MR
2025-04-06,08:07,30983169,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,AP
2025-04-06,15:48,30983169,52003-001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",OM
2025-04-06,15:33,30983169,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,DN
2025-04-06,19:33,30983169,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,EL
2025-04-06,16:21,30983169,52003.001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",MA
2025-04-06,14:10,30983169,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",SR
2025-04-07,03:17,30983169,52003.001,Nach Lotwechsel: Produktion von Tip läuft stabil.,EL
2025-04-07,00:11,30983169,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",DN
2025-04-07,01:14,30983169,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,GS
2025-04-07,22:57,30983169,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",FS
2025-04-07,23:07,30983169,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",GS
2025-04-07,03:21,30983169,52003O01,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",MA
2025-04-07,08:58,30983169,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,PB
2025-04-07,10:44,30983169,52003.001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",EL
2025-04-07,12:41,30983169,52003.001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",EL
2025-04-07,06:17,30983169,52003-001,Nach Lotwechsel: Produktion von Tip läuft stabil.,GS
2025-04-07,10:55,30983169,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",WS
2025-04-07,13:42,30983169,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,SK
2025-04-07,16:05,30983169,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,ML
2025-04-07,20:59,30983169,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-04-07,19:30,30983169,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",OM
2025-04-07,19:46,30983169,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",MR
2025-04-08,04:36,30983169,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,FS
2025-04-08,23:41,30983169,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",SK
2025-04-08,01:49,30983169,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,SK
2025-04-08,10:43,30983169,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",MR
2025-04-08,13:23,30983169,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",MR
2025-04-08,07:04,30983169,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-04-08,19:15,30983169,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,IS
2025-04-08,21:50,30983169,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MA
2025-04-08,20:20,30983169,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,DN
2025-04-09,01:34,30983184,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",DR
2025-04-09,03:20,30983184,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",AP
2025-04-09,00:56,30983184,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,DN
2025-04-09,01:38,30983184,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",DN
2025-04-09,12:23,30983184,52003-001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",MA
2025-04-09,08:53,30983184,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,EL
2025-04-09,10:36,30983184,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",PB
2025-04-09,19:18,30983184,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",EL
2025-04-09,19:36,30983184,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,IS
2025-04-09,18:25,30983184,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",DR
2025-04-10,04:37,30983184,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",FS
2025-04-10,00:08,30983184,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",DR
2025-04-10,01:15,30983184,52003O01,"Lotnummer wieder falsch, hab verbessert, passt jetz.",IS
2025-04-10,22:08,30983184,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",SK
2025-04-10,05:47,30983184,52003O01,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",ML
2025-04-10,04:15,30983184,52003.001,Routinekontrolle Temperiergerät T3. Temperatur stabil.,OM
2025-04-10,11:52,30983184,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",IS
2025-04-10,13:05,30983184,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",DN
2025-04-10,12:05,30983184,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,SR
2025-04-10,13:53,30983184,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,WS
2025-04-10,20:34,30983184,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",ML
2025-04-10,21:08,30983184,52003.001,"Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.",OM
2025-04-10,21:06,30983184,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",GS
2025-04-10,15:57,30983184,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,GS
2025-04-10,19:19,30983184,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",MA
2025-04-11,22:52,30983194,52003O01,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,DN
2025-04-11,04:11,30983194,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DR
2025-04-11,01:02,30983194,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",MR
2025-04-11,01:25,30983194,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",ML
2025-04-11,00:50,30983194,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,FS
2025-04-11,22:15,30983194,52003.001,"Lot-Start: Kette für PCB Cover eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",WS
2025-04-11,11:11,30983194,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,OM
2025-04-11,11:48,30983194,52003.001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",MA
2025-04-11,07:14,30983194,52003-001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,GS
2025-04-11,10:11,30983194,52003-001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",MA
2025-04-11,15:30,30983194,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,EL
2025-04-11,14:33,30983194,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,WS
2025-04-11,18:25,30983194,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,DR
2025-04-11,14:55,30983194,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AP
2025-04-11,16:17,30983194,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,IS
2025-04-11,21:13,30983194,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MR
2025-04-12,00:02,30983194,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",DR
2025-04-12,05:06,30983194,52003-001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",EL
2025-04-12,22:48,30983194,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AP
2025-04-12,23:06,30983194,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,ML
2025-04-12,09:43,30983194,52003O01,Prozessdaten NICHT verändert. Einstellungen fix!,DR
2025-04-12,07:57,30983194,52003O01,Masterbatchnachfüllung am Dosiergerät durchgeführt.,FS
2025-04-12,12:31,30983194,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,AJ
2025-04-12,12:43,30983194,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",AP
2025-04-12,06:31,30983194,52003O01,Prozessdaten NICHT verändert. Einstellungen fix!,SK
2025-04-12,12:03,30983194,52003O01,Masterbatchnachfüllung am Dosiergerät durchgeführt.,ML
2025-04-12,16:52,30983194,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,ML
2025-04-12,20:49,30983194,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DR
2025-04-12,20:54,30983194,52003.001,Routinekontrolle Temperiergerät T3. Temperatur stabil.,FS
2025-04-12,18:32,30983194,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MR
2025-04-12,14:00,30983194,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",PB
2025-04-13,22:54,30983194,52003.001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",IS
2025-04-13,00:03,30983194,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",PB
2025-04-13,03:41,30983194,52003O01,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-04-13,03:03,30983194,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,DR
2025-04-13,13:43,30983194,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,OM
2025-04-13,13:48,30983194,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",IS
2025-04-13,08:41,30983194,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,MR
2025-04-13,10:49,30983194,52003.001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,SR
2025-04-13,11:06,30983194,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",MR
2025-04-13,19:23,30983194,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,DR
2025-04-13,18:01,30983194,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,AJ
2025-04-13,19:57,30983194,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SK
2025-04-13,15:02,30983194,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",MA
2025-04-13,19:47,30983194,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",DR
2025-04-14,02:07,30983194,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-04-14,05:36,30983194,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,PB
2025-04-14,00:24,30983194,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",ML
2025-04-14,00:58,30983194,52003-001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",EL
2025-04-14,05:49,30983194,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,SR
2025-04-14,07:18,30983194,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-04-14,09:36,30983194,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,IS
2025-04-14,09:32,30983194,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",SK
2025-04-14,12:43,30983194,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",OM
2025-04-14,16:10,30983194,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",PB
2025-04-14,19:44,30983194,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",AP
2025-04-14,20:26,30983194,52003.001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,FS
2025-04-14,14:52,30983194,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",WS
2025-04-15,04:04,30983194,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,SR
2025-04-15,22:22,30983194,52003.001,"Lot-Start: Kette für PCB Cover eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",MA
2025-04-15,23:31,30983194,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AJ
2025-04-15,01:31,30983194,52003.001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,WS
2025-04-15,00:00,30983194,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,WS
2025-04-15,05:20,30983194,52003-001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",MA
2025-04-15,07:28,30983194,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DN
2025-04-15,09:47,30983194,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",IS
2025-04-15,07:54,30983194,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",WS
2025-04-15,18:37,30983194,52003.001,"Maschine heut' bisschen laut, nix schlimmes, läuft trotzdem.",IS
2025-04-15,19:06,30983194,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,SR
2025-04-15,16:21,30983194,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",MR
2025-04-15,17:02,30983194,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,FS
2025-04-15,16:26,30983194,52003-001,Routinekontrolle Temperiergerät T3. Temperatur stabil.,IS
2025-04-16,02:22,30983194,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",FS
2025-04-16,04:46,30983194,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,ML
2025-04-16,03:53,30983194,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",ML
2025-04-16,05:48,30983194,52003.001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,AJ
2025-04-16,02:56,30983194,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,PB
2025-04-16,00:16,30983194,52003-001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,DN
2025-04-16,10:00,30983194,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",GS
2025-04-16,06:58,30983194,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-04-16,08:58,30983194,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,IS
2025-04-16,14:56,30983194,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",ML
2025-04-16,17:59,30983194,52003.001,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,AJ
2025-04-16,21:28,30983194,52003-001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",FS
2025-04-16,19:30,30983194,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MR
2025-04-16,15:08,30983194,52003.001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",IS
2025-04-16,21:39,30983194,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",SK
2025-04-17,05:06,30983194,52003.001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",AP
2025-04-17,22:20,30983194,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",MA
2025-04-17,02:29,30983194,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,SR
2025-04-17,05:30,30983194,52003-001,"Lot-Beendet: Reinigung PCB Cover, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",WS
2025-04-17,05:22,30983194,52003O01,"Reinigung Förderband, Teilefluss wieder ok.",DN
2025-04-17,10:05,30983194,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",SK
2025-04-17,13:06,30983194,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",MA
2025-04-17,12:05,30983194,52003O01,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",FS
2025-04-17,11:11,30983194,52003O01,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,OM
2025-04-17,16:26,30983194,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",MR
2025-04-17,15:30,30983194,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,GS
2025-04-17,15:49,30983194,52003O01,Nach Lotwechsel: Produktion von PCB Cover läuft stabil.,MA
2025-04-17,20:56,30983194,52003-001,"Vakuumleitung lose, hab wieder richtig gemacht, läuft.",MA
2025-04-17,15:12,30983194,52003O01,"Störung: Auswerfer fährt nicht, Reset nötig.",GS
2025-04-18,01:51,30983203,52003.001,Nach Lotwechsel: Produktion von Tube läuft stabil.,FS
2025-04-18,01:19,30983203,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",DN
2025-04-18,01:15,30983203,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,DR
2025-04-18,22:03,30983203,52003-001,Nach Lotwechsel: Produktion von Tube läuft stabil.,OM
2025-04-18,04:59,30983203,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",WS
2025-04-18,13:44,30983203,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,AP
2025-04-18,11:52,30983203,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,MA
2025-04-18,10:26,30983203,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,AJ
2025-04-18,07:22,30983203,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",MR
2025-04-18,08:53,30983203,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,WS
2025-04-18,09:51,30983203,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,GS
2025-04-18,19:39,30983203,52003O01,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SR
2025-04-18,21:06,30983203,52003-001,"Lot-Beendet: Reinigung Tube, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",EL
2025-04-18,14:25,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",EL
2025-04-18,19:55,30983203,52003-001,Nach Lotwechsel: Produktion von Tube läuft stabil.,WS
2025-04-18,20:56,30983203,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DN
2025-04-18,19:06,30983203,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,ML
2025-04-19,23:36,30983203,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,AP
2025-04-19,23:14,30983203,52003-001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,OM
2025-04-19,04:05,30983203,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AP
2025-04-19,00:03,30983203,52003.001,"Teileauswurf leicht verzögert, Mechanik geölt.",SR
2025-04-19,08:46,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",PB
2025-04-19,09:58,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SR
2025-04-19,07:01,30983203,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",FS
2025-04-19,08:53,30983203,52003.001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",MA
2025-04-19,10:05,30983203,52003-001,"Störung: Auswerfer fährt nicht, Reset nötig.",AP
2025-04-19,21:48,30983203,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,AP
2025-04-19,19:50,30983203,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",OM
2025-04-19,21:30,30983203,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",PB
2025-04-19,19:30,30983203,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,FS
2025-04-19,15:12,30983203,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",GS
2025-04-19,18:03,30983203,52003.001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",AJ
2025-04-20,02:22,30983203,52003.001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",MR
2025-04-20,22:55,30983203,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",FS
2025-04-20,22:07,30983203,52003.001,"Reinigung Förderband, Teilefluss wieder ok.",AP
2025-04-20,03:18,30983203,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",DN
2025-04-20,01:18,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",SK
2025-04-20,12:21,30983203,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",PB
2025-04-20,06:16,30983203,52003-001,"Lot-Start: Kette für Tube eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",SK
2025-04-20,07:47,30983203,52003-001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",PB
2025-04-20,08:14,30983203,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",FS
2025-04-20,13:12,30983203,52003O01,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",MR
2025-04-20,18:16,30983203,52003.001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,SR
2025-04-20,16:33,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MR
2025-04-20,20:41,30983203,52003.001,"Kollege hat heute alles bissel schmutzig gelassen, ich sauber gemacht.",IS
2025-04-20,21:20,30983203,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",AP
2025-04-20,14:35,30983203,52003.001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",FS
2025-04-20,18:39,30983203,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AJ
2025-04-21,22:58,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",MA
2025-04-21,03:08,30983203,52003.001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-04-21,03:27,30983203,52003O01,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",PB
2025-04-21,01:10,30983203,52003-001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,SR
2025-04-21,13:32,30983203,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,EL
2025-04-21,09:15,30983203,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,AJ
2025-04-21,09:58,30983203,52003.001,"Heut wieder Farbwechsel, alles durcheinander, ich alles richtig gemacht.",OM
2025-04-21,10:34,30983203,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,WS
2025-04-21,12:55,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",IS
2025-04-21,14:34,30983203,52003.001,Routinekontrolle Temperiergerät T4. Temperatur stabil.,EL
2025-04-21,17:12,30983203,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,SR
2025-04-21,20:21,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",ML
2025-04-21,18:17,30983203,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",FS
2025-04-22,23:41,30983203,52003.001,Prozessdaten NICHT verändert. Einstellungen fix!,SR
2025-04-22,05:58,30983203,52003.001,"Lot-Beendet: Reinigung Tube, Werkzeugwechsel vorbereitet, alle Dokumente aktualisiert.",SK
2025-04-22,22:29,30983203,52003-001,"Lot-Start: Kette für Tube eingeleitet, Rohmaterial geladen, Werkzeug geprüft, Serie freigegeben.",GS
2025-04-22,13:00,30983203,52003-001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",MA
2025-04-22,06:34,30983203,52003-001,"Musterung: Spezialteam Process Engineering prüft, Serie noch nicht freigegeben.",WS
2025-04-22,12:09,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",WS
2025-04-22,09:09,30983203,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",EL
2025-04-22,09:26,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",AP
2025-04-22,12:41,30983203,52003-001,"Reinigung Förderband, Teilefluss wieder ok.",GS
2025-04-22,21:56,30983203,52003.001,Routinekontrolle Temperiergerät T3. Temperatur stabil.,MR
2025-04-22,14:55,30983203,52003.001,Masterbatchnachfüllung am Dosiergerät durchgeführt.,SR
2025-04-22,18:00,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",MR
2025-04-22,18:55,30983203,52003-001,"Operator meldet Farbumschlag nicht sauber, Gerät gereinigt.",DR
2025-04-22,16:06,30983203,52003-001,Routinekontrolle Temperiergerät T1. Temperatur stabil.,SK
2025-04-23,02:46,30983203,52003-001,"Teileauswurf leicht verzögert, Mechanik geölt.",IS
2025-04-23,00:55,30983203,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DR
2025-04-23,03:27,30983203,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,SK
2025-04-23,08:03,30983203,52003.001,"Störung: Düse leckt minimal, kurzer Stillstand zum Abdichten.",SR
2025-04-23,13:38,30983203,52003-001,"Lotnummer wieder falsch, hab verbessert, passt jetz.",EL
2025-04-23,08:56,30983203,52003.001,"Störung: Auswerfer fährt nicht, Reset nötig.",ML
2025-04-23,20:16,30983203,52003-001,Schmierzyklus durchgeführt. Keine Auffälligkeiten.,GS
2025-04-23,15:51,30983203,52003-001,Prozessdaten NICHT verändert. Einstellungen fix!,DN
2025-04-23,20:05,30983203,52003.001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,DR
2025-04-23,17:49,30983203,52003-001,Prozessdaten minimal angepasst wegen Störung (Genehmigung liegt vor).,IS
2025-04-23,17:32,30983203,52003-001,"Qualifizierung OQ/PQ: Werte dokumentiert, alles im grünen Bereich.",OM
2025-04-23,14:52,30983203,52003-001,"Vakuumförderung Material kurz gestört, Leitung geprüft und gesäubert.",AP
2025-04-24,23:50,30983203,52003.001,Routinekontrolle Temperiergerät T2. Temperatur stabil.,ML
